ident,category,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
GVMA,medium_airport,Maio Airport,15.1559,-23.21369934,36,AF,CV,CV-S,Vila do Maio,GVMA,MMO,
GVMT,small_airport,Mosteiros Airport,15.04500008,-24.33919907,66,AF,CV,CV-S,Vila do Mosteiros,GVMT,MTI,
GVNP,medium_airport,Praia International Airport,14.92450047,-23.49349976,230,AF,CV,CV-S,Praia,GVNP,RAI,
GVSF,small_airport,SÌ£o Filipe Airport,14.88500023,-24.47999954,617,AF,CV,CV-S,SÌ£o Filipe,GVSF,SFL,
GVSN,medium_airport,PreguiÌ_a Airport,16.58839989,-24.28470039,669,AF,CV,CV-B,PreguiÌ_a,GVSN,SNE,
GVSV,medium_airport,SÌ£o Pedro Airport,16.83320045,-25.05529976,66,AF,CV,CV-B,SÌ£o Pedro,GVSV,VXE,
GWN,closed,Gnarowein Airport,-6.555,146.248,525,OC,PG,PG-MPL,Gnarowein,,GWN,
GWW,closed,Gatow Airport,52.47439957,13.13809967,161,EU,DE,DE-BE,Spandau,EDBG,GWW,
GY-0001,closed,Gunns Airstrip,1.826,-58.584,800,SA,GY,GY-UT,,,,
GY-BCG,small_airport,Bemichi Airport,7.699999809,-59.16666031,94,SA,GY,GY-BA,Bemichi,SYBE,BCG,
GY-BTO,small_airport,Botopasi Airport,4.217511094,-55.44705391,242,SA,SR,SR-SI,Botopasi,SMBO,BTO,
GY-DOE,small_airport,Djumu-Djomoe Airport,4.005712611,-55.48164368,290,SA,SR,SR-SI,Djumu-Djomoe,SMDJ,DOE,
GY-LDO,small_airport,Ladouanie Airport,4.376108283,-55.40705681,236,SA,SR,SR-SI,Aurora,SMDO,LDO,
GY-WSO,small_airport,Washabo Airport,5.250150204,-57.17380142,68,SA,SR,SR-SI,Washabo,SMWS,WSO,
H07,small_airport,Highland-Winet Airport,38.77930069,-89.64040375,537,NA,US,US-IL,Highland,H07,,H07
H11,seaplane_base,Sunbury Seaplane Base,40.9131012,-76.73300171,430,NA,US,US-PA,Sunbury,H11,,H11
H27,small_airport,Gainesville Memorial Airport,36.61259842,-92.39990234,1070,NA,US,US-MO,Gainesville,H27,,H27
H28,small_airport,Whetstone International Airport,49,-112.7929993,4336,NA,US,US-MT,Port of Del Bonita,H28,,H28
H31,heliport,Lost Dutchman Heliport,33.42580032,-111.5439987,1760,NA,US,US-AZ,Apache Junction,H31,,H31
H43,heliport,Haverstraw Heliport,41.21089935,-73.96929932,12,NA,US,US-NY,Haverstraw,H43,,H43
H47,small_airport,Hyampom Airport,40.62760162,-123.4710007,1250,NA,US,US-CA,Hyampom,H47,,H47
H49,small_airport,Sackman Field,38.45059967,-90.23590088,420,NA,US,US-IL,Columbia,H49,,H49
H57,small_airport,Bismarck Memorial Airport,37.75419998,-90.6167984,1038,NA,US,US-MO,Bismarck,H57,,H57
H63,seaplane_base,Harlan County Lake Seaplane Base,40.04309845,-99.25090027,1946,NA,US,US-NE,Alma,H63,,H63
H66,small_airport,Nowata Municipal Airport,36.72090149,-95.62529755,679,NA,US,US-OK,Nowata,H66,,H66
H75,small_airport,"Hernando Village Airpark, Inc Airport",34.7981987,-90.03700256,242,NA,US,US-MS,Hernando,H75,,H75
H77,seaplane_base,Bridge Bay Resort Seaplane Base,40.75759888,-122.322998,1065,NA,US,US-CA,Redding,H77,,H77
H80,small_airport,Field of Dreams Airport,44.36500168,-83.76249695,830,NA,US,US-MI,Hale,H80,,H80
H97,small_airport,Pawnee Municipal Airport,36.38339996,-96.81030273,875,NA,US,US-OK,Pawnee,H97,,H97
HAAB,large_airport,Addis Ababa Bole International Airport,8.977890015,38.79930115,7630,AF,ET,ET-AA,Addis Ababa,HAAB,ADD,
HAAD,small_airport,Adaba Airport,7.050000191,39.40000153,7896,AF,ET,ET-OR,Adaba,HAAD,,
HAAL,small_airport,Lideta Army Airport,9.003680229,38.72600174,7749,AF,ET,ET-AA,Addis Ababa,HAAL,,
HAAM,medium_airport,Arba Minch Airport,6.039390087,37.59049988,3901,AF,ET,ET-SN,,HAAM,AMH,
HAAX,medium_airport,Axum Airport,14.14680004,38.77280045,6959,AF,ET,ET-TI,,HAAX,AXU,
HABC,small_airport,Baco Airport,5.782869816,36.56200027,0,AF,ET,ET-SN,Baco,HABC,BCO,
HABD,medium_airport,Bahir Dar Airport,11.60809994,37.32160187,5978,AF,ET,ET-AM,Bahir Dar,HABD,BJR,
HABE,small_airport,Beica Airport,9.386389732,34.52190018,5410,AF,ET,ET-BE,Beica,HABE,BEI,
HAD,small_airport,Harford Field,42.92440033,-106.3089981,5370,NA,US,US-WY,Casper,HAD,,HAD
HADC,small_airport,Combolcha Airport,11.08250046,39.71139908,6117,AF,ET,ET-AM,Dessie,HADC,DSE,
HADD,small_airport,Dembidollo Airport,8.553999901,34.85800171,5200,AF,ET,ET-GA,Dembidollo,HADD,DEM,
HADM,small_airport,Debra Marcos Airport,10.35000038,37.71699905,8136,AF,ET,ET-AM,Debra Marcos,HADM,DBM,
HADO,small_airport,Dodola Airport,7.020559788,39.05110168,8234,AF,ET,ET-OR,Dodola,HADO,,
HADR,medium_airport,Aba Tenna Dejazmach Yilma International Airport,9.624699593,41.85419846,3827,AF,ET,ET-DD,Dire Dawa,HADR,DIR,
HADT,small_airport,Debre Tabor Airport,11.96700001,38,8490,AF,ET,ET-AM,Debre Tabor,HADT,DBT,
HAFN,small_airport,Fincha Airport,9.583000183,37.34999847,7600,AF,ET,ET-OR,Fincha,HAFN,FNH,
HAGB,small_airport,Robe Airport,7.1160634,40.0463033,7892,AF,ET,ET-OR,Goba,HAGB,GOB,
HAGH,small_airport,Ghinnir Airport,7.150000095,40.71699905,6499,AF,ET,ET-OR,Ghinnir,HAGH,GNN,
HAGM,medium_airport,Gambella Airport,8.128760338,34.56309891,1614,AF,ET,ET-GA,Gambela,HAGM,GMB,
HAGN,medium_airport,Gonder Airport,12.51990032,37.43399811,6449,AF,ET,ET-AM,Gondar,HAGN,GDQ,
HAGO,medium_airport,Gode Airport,5.935130119,43.57860184,834,AF,ET,ET-SO,Gode,HAGO,GDE,
HAGR,small_airport,Gore Airport,8.1614,35.5529,6580,AF,ET,ET-GA,Gore,HAGR,GOR,
HAHM,medium_airport,Harar Meda Airport,8.7163,39.0059,0,AF,ET,ET-OR,Debre Zeyit,HAHM,QHR,
HAHU,small_airport,Humera Airport,14.25,36.58300018,1930,AF,ET,ET-TI,Humera,HAHU,HUE,
HAJJ,medium_airport,Wilwal International Airport,9.3325,42.9121,5954,AF,ET,ET-SO,Jijiga,HAJJ,JIJ,
HAJM,medium_airport,Jimma Airport,7.666090012,36.8166008,5500,AF,ET,ET-OR,Jimma,HAJM,JIM,
HAKD,small_airport,Kabri Dehar Airport,6.734000206,44.25299835,1800,AF,ET,ET-SO,Kabri Dehar,HAKD,ABK,
HAKL,small_airport,Kelafo East Airport,5.657000065,44.34999847,1730,AF,ET,ET-SO,Kelafo,HAKL,LFO,
HALA,small_airport,Awassa Airport,7.066999912,38.5,5450,AF,ET,ET-OR,Awassa,HALA,AWA,
HALL,small_airport,Lalibella Airport,11.97500038,38.97999954,6506,AF,ET,ET-AM,Lalibela,HALL,LLI,
HAMJ,small_airport,Tume Airport,5.833000183,35.53300095,2500,AF,ET,ET-SN,Maji,HAMJ,,
HAMK,medium_airport,Mekele Airport,13.4673996,39.53350067,7396,AF,ET,ET-TI,,HAMK,MQX,
HAML,small_airport,Masslo Airport,6.408060074,39.72389984,4180,AF,ET,ET-OR,Masslo,HAML,,
HAMM,small_airport,Metema Airport,12.93299961,36.16699982,2650,AF,ET,ET-AM,Metema,HAMM,ETE,
HAMN,small_airport,Mendi Airport,9.767000198,35.09999847,5500,AF,ET,ET-BE,Mendi,HAMN,NDM,
HAMR,small_airport,Mui River Airport,5.8646,35.7485,1834,AF,ET,ET-SN,Omo National Park,HAMR,MUJ,
HAMT,small_airport,Mizan Teferi Airport,6.9571,35.5547,4396,AF,ET,ET-GA,Mizan Teferi,HAMT,MTF,
HANG,small_airport,Negele Airport,5.2897,39.7023,5230,AF,ET,ET-OR,Negele Borana,HANG,EGL,
HANJ,small_airport,Nejjo Airport,9.550000191,35.46699905,6150,AF,ET,ET-BE,Nejjo,HANJ,NEJ,
HANK,small_airport,Nekemte Airport,9.050000191,36.59999847,6500,AF,ET,ET-OR,Nekemte,HANK,NEK,
HASD,small_airport,Soddu Airport,6.816999912,37.75,6400,AF,ET,ET-OR,Soddu,HASD,SXU,
HASH,small_airport,Sheik Hussein Airport,7.150000095,40.56700134,6500,AF,ET,ET-OR,Sheik Hussein,HASH,,
HASO,medium_airport,Asosa Airport,10.01850033,34.5862999,5100,AF,ET,ET-BE,Asosa,HASO,ASO,
HATP,small_airport,Tippi Airport,7.2024,35.415,1100,AF,ET,ET-GA,Tippi,HATP,TIE,
HAWC,small_airport,Waca Airport,7.166999817,37.16699982,4200,AF,ET,ET-OR,Waca,HAWC,WAC,
HAWR,small_airport,Warder Airport,6.9724,45.3334,1850,AF,ET,ET-SO,Warder,HAWR,WRA,
HAY,small_airport,Haycock Airport,65.2009964,-161.1569977,175,NA,US,US-AK,Haycock,HAY,HAY,HAY
HAZ,small_airport,Hatzfeldhaven Airport,-4.4033,145.2056,26,OC,PG,PG-MPM,Hatzfeldhaven,,HAZ,HTZ
HBBA,medium_airport,Bujumbura International Airport,-3.324019909,29.31850052,2582,AF,BI,BI-BJ,Bujumbura,HBBA,BJM,
HBBE,small_airport,Gitega Airport,-3.417209387,29.91130829,5741,AF,BI,BI-GI,Gitega,HBBE,GID,
HBBK,small_airport,Gihohi Airport,-4.0342,30.1318,4065,AF,BI,BI-RT,Gihohi,HBBK,,
HBBO,small_airport,Kirundo Airport,-2.544772,30.094575,4511,AF,BI,BI-U-A,Kirundo,HBBO,KRE,
HCMA,small_airport,Alula Airport,11.9582,50.748,6,AF,SO,SO-BR,Alula,HCMA,ALU,
HCMB,small_airport,Baidoa Airport,3.102220058,43.62860107,1820,AF,SO,SO-BY,Baidoa,HCMB,BIB,
HCMC,small_airport,Candala Airport,11.5,49.91699982,9,AF,SO,SO-BR,Candala,HCMC,CXN,
HCMD,small_airport,Bardera Airport,2.336111,42.307778,4200,AF,SO,SO-GE,,HCMD,BSY,
HCME,small_airport,Eil Airport,7.916999817,49.79999924,812,AF,SO,SO-NU,Eil,HCME,HCM,
HCMF,small_airport,Bosaso Airport,11.27530003,49.1493988,3,AF,SO,SO-BR,Bosaso,HCMF,BSA,
HCMG,small_airport,Gardo Airport,9.517000198,49.08300018,2632,AF,SO,SO-BR,Gardo,HCMG,GSR,
HCMH,medium_airport,Egal International Airport,9.518170357,44.08879852,4423,AF,SO,SO-WO,Hargeisa,HCMH,HGA,
HCMI,medium_airport,Berbera Airport,10.38920021,44.94110107,30,AF,SO,SO-WO,Berbera,HCMI,BBO,
HCMJ,small_airport,Lugh Ganane Airport,3.8124,42.5459,507,AF,SO,SO-GE,Luuq,HCMJ,LGX,
HCMK,medium_airport,Kisimayu Airport,-0.377353013,42.45920181,49,AF,SO,SO-JH,,HCMK,KMU,
HCMM,medium_airport,Aden Adde International Airport,2.01444006,45.30469894,29,AF,SO,SO-BN,Mogadishu,HCMM,MGQ,
HCMN,small_airport,Belet Uen Airport,4.699999809,45.21699905,559,AF,SO,SO-HI,Belet Uen,HCMN,,
HCMO,small_airport,Obbia Airport,5.366666794,48.51666641,65,AF,SO,SO-MU,Obbia,HCMO,CMO,
HCMR,small_airport,Galcaio Airport,6.780829906,47.45470047,975,AF,SO,SO-MU,Galcaio,HCMR,GLK,
HCMS,small_airport,Scusciuban Airport,10.30000019,50.23300171,1121,AF,SO,SO-BR,Scusciuban,HCMS,CMS,
HCMU,small_airport,Erigavo Airport,10.64205055,47.38798141,5720,AF,SO,SO-SA,Erigavo,HCMU,ERA,
HCMV,small_airport,Burao Airport,9.5275,45.5549,3400,AF,SO,SO-TO,Burao,HCMV,BUO,
HDAG,small_airport,Assa-Gueyla Airport,12.19999981,42.63330078,0,AF,DJ,DJ-TA,Assa-Gueyla,HDAG,,
HDAM,medium_airport,Djibouti-Ambouli Airport,11.54730034,43.15950012,49,AF,DJ,DJ-DJ,Djibouti City,HDAM,JIB,
HDAS,small_airport,Ali-Sabieh Airport,11.14688889,42.72,2320,AF,DJ,DJ-AS,Ali-Sabieh,HDAS,AII,
HDCH,small_airport,Chabelley Airport,11.51679993,43.06140137,279,AF,DJ,DJ-AR,Chabelley,HDCH,,
HDDK,small_airport,Dikhil Airport,11.10000038,42.34999847,0,AF,DJ,DJ-DI,Dikhil,HDDK,,
HDHE,small_airport,Herkale Airport,12.4333334,43.29999924,0,AF,DJ,DJ-OB,Herkale,HDHE,,
HDMO,small_airport,Moucha Airport,11.71666718,43.20000076,0,AF,DJ,DJ-DJ,Moucha Island,HDMO,MHI,
HDOB,small_airport,Obock Airport,11.96700001,43.26699829,69,AF,DJ,DJ-OB,Obock,HDOB,OBC,
HDTJ,small_airport,Tadjoura Airport,11.78299999,42.91699982,246,AF,DJ,DJ-TA,Tadjoura,HDTJ,TDJ,
HE11,small_airport,Badr El Din Airport,29.87439919,27.94059944,-62,AF,EG,EG-MT,,,,
HE12,small_airport,Inshas Airport,30.33029938,31.44149971,115,AF,EG,EG-SHR,,,,
HE13,small_airport,Wadi Al Jandali Airport,30.04949951,31.8397007,816,AF,EG,EG-C,,,,
HE14,small_airport,Ras Banas Airport,23.97410011,35.46030045,100,AF,EG,EG-BA,,,,
HE15,small_airport,Hulwan,29.82250023,31.33090019,0,AF,EG,EG-GZ,,HE15,,
HE16,small_airport,Birma,30.83659935,30.93600082,0,AF,EG,EG-GH,,HE16,,
HE17,small_airport,Bir Abu Rahal Airport,24.99430084,33.50099945,995,AF,EG,EG-BA,,,,
HE18,small_airport,Habata Airport,31.10750008,25.45210075,670,AF,EG,EG-MT,,,,
HE19,small_airport,As Sallum Airport,31.45730019,25.28370094,85,AF,EG,EG-MT,,,,
HE20,small_airport,Ras Jimsah New Airport,27.83510017,33.5257988,20,AF,EG,EG-BA,,,,
HE21,small_airport,Ras Shukhayr New Airport,28.19659996,33.20629883,15,AF,EG,EG-BA,,,,
HE22,small_airport,Baluza Airport,31.00020027,32.55279922,50,AS,EG,EG-PTS,,,,
HE23,small_airport,Daraw Airport,24.41580009,32.9557991,325,AF,EG,EG-ASN,,,,
HE24,small_airport,Siwa Oasis North Airport,29.34550095,25.50670052,330,AF,EG,EG-MT,Siwa,HE24,SEW,
HE25,small_airport,El Minya Airport,28.10129929,30.7303009,121,AF,EG,EG-MN,Minya,HEMN,EMY,
HE26,small_airport,Wadi Abu Shihat,26.55721855,33.12192917,0,AF,EG,EG-BA,,HE26,,
HE27,small_airport,Uthman Air Base,29.55520058,25.5890007,460,AF,EG,EG-MT,,,,
HE28,small_airport,Gebel El Basur Airport,30.54050064,30.56019974,85,AF,EG,EG-BH,,,,
HE30,small_airport,Kom Awshim Airport,29.55410004,30.89509964,0,AF,EG,EG-FYM,,,,
HE31,small_airport,Malan Frein Airport,29.81110001,28.54770088,206,AF,EG,EG-MT,,,,
HE32,small_airport,Al Mansurah Airport,30.96759987,31.43420029,13,AF,EG,EG-DK,,,,
HE33,small_airport,Deir El Gill Airport,30.73209953,27.01919937,740,AF,EG,EG-MT,,,,
HE34,small_airport,Kibrit Airport,30.24690056,32.49229813,22,AF,EG,EG-SUZ,Kibrit,,,
HE35,medium_airport,Abu Suwayr Air Base,30.5727005,32.09529877,49,AF,EG,EG-IS,Abu Suwayr,,,
HE36,small_airport,Bir Jifjafah Airport,30.40710068,33.15409851,1056,AS,EG,EG-SIN,,,,
HE37,medium_airport,Bilbeis Airport,30.39489937,31.60140038,90,AF,EG,EG-SHR,Bilbeis,,,
HE38,small_airport,Wadi Abu Rish Airport,28.97570038,31.69890022,1092,AF,EG,EG-BA,,,,
HE39,small_airport,As Salihiyah Airport,30.79520035,32.04410172,16,AF,EG,EG-SHR,,,,
HE40,small_airport,Sidi Barrani Airport,31.46660042,25.87800026,320,AF,EG,EG-MT,,,,
HE41,small_airport,Misheifa Airport,31.02860069,25.85110092,740,AF,EG,EG-MT,,,,
HE42,small_airport,Quwaysina Airport,30.57900047,31.12919998,33,AF,EG,EG-MN,,,,
HE44,small_airport,Al Ismailiyah Airport,30.59880066,32.23460007,39,AF,EG,EG-IS,Ismailia,,,
HE45,small_airport,Ras Sudr,29.60300064,32.6896019,0,AS,EG,EG-JS,,HE45,,
HE46,small_airport,El Sharqi Airport,30.02729988,32.97579956,1596,AS,EG,EG-SIN,,,,
HEAL,medium_airport,El Alamein International Airport,30.92449951,28.46139908,143,AF,EG,EG-MT,El Alamein,HEAL,DBB,
HEAR,medium_airport,El Arish International Airport,31.07329941,33.83580017,121,AS,EG,EG-SIN,El Arish,HEAR,AAC,
HEAT,medium_airport,Assiut International Airport,27.04649925,31.01199913,772,AF,EG,EG-WAD,Assiut,HEAT,ATZ,
HEAX,medium_airport,El Nouzha Airport,31.18390083,29.94890022,-6,AF,EG,EG-ALX,Alexandria,HEAX,ALY,
HEAZ,medium_airport,Almaza Air Force Base,30.09180069,31.36000061,300,AF,EG,EG-C,Cairo,HEAZ,,
HEBA,medium_airport,Borg El Arab International Airport,30.91769981,29.69639969,177,AF,EG,EG-ALX,Alexandria,HEBA,HBE,
HEBL,medium_airport,Abu Simbel Airport,22.37599945,31.61170006,616,AF,EG,EG-ASN,Abu Simbel,HEBL,ABS,
HEBS,medium_airport,Beni Suef Air Base,29.20829964,31.01659966,108,AF,EG,EG-BNS,Beni Suef,HEBS,,
HECA,large_airport,Cairo International Airport,30.12190056,31.40559959,382,AF,EG,EG-C,Cairo,HECA,CAI,
HECW,medium_airport,Cairo West Airport,30.11639977,30.91539955,550,AF,EG,EG-GZ,El Cairo,HECW,CWE,
HEDK,small_airport,Dakhla Airport,25.41160011,29.00309944,613,AF,EG,EG-WAD,,HEDK,DAK,
HEEM,small_airport,Giza Embaba Airport,30.0746994,31.19140053,59,AF,EG,EG-C,Cairo,HEEM,,
HEGN,large_airport,Hurghada International Airport,27.17830086,33.79940033,52,AF,EG,EG-BA,Hurghada,HEGN,HRG,
HEGO,small_airport,El Gouna Airport,27.36689949,33.66820145,56,AF,EG,EG-BA,El Gouna,HEGO,,
HEGR,medium_airport,El Gora Airport,31.06900024,34.12919998,324,AS,EG,EG-SIN,,HEGR,EGH,
HEGS,medium_airport,Jiyanklis Air Base,30.81979942,30.19120026,49,AF,EG,EG-BH,Jiyanklis,HEGS,,
HEKG,small_airport,El Kharga Airport,25.47360039,30.59070015,192,AF,EG,EG-WAD,,HEKG,UVL,
HELX,medium_airport,Luxor International Airport,25.67099953,32.70660019,294,AF,EG,EG-KN,Luxor,HELX,LXR,
HEMA,medium_airport,Marsa Alam International Airport,25.5571003,34.58369827,251,AF,EG,EG-BA,Marsa Alam,HEMA,RMF,
HEMK,medium_airport,Sohag International Airport,26.34277778,31.74277778,310,AF,EG,EG-SHG,Sohag,HEMK,HMB,
HEMM,medium_airport,Mersa Matruh Airport,31.3253994,27.22170067,94,AF,EG,EG-MT,Mersa Matruh,HEMM,MUH,
HEO,small_airport,Haelogo Airport,-9.13658,147.598434,3217,OC,PG,PG-CPM,Haelogo,AYHG,HEO,HLG
HEOC,small_airport,October Airport,29.81209946,30.8234005,807,AF,EG,EG-C,,HEOC,,
HEOW,small_airport,Shark El Oweinat International Airport,22.58569908,28.71660042,859,AF,EG,EG-WAD,,HEOW,GSQ,
HEPS,medium_airport,Port Said Airport,31.27939987,32.24000168,8,AF,EG,EG-SHR,Port Said,HEPS,PSD,
HESC,medium_airport,St Catherine International Airport,28.68530083,34.0625,4368,AS,EG,EG-JS,,HESC,SKV,
HESH,medium_airport,Sharm El Sheikh International Airport,27.97730064,34.39500046,143,AS,EG,EG-JS,Sharm el-Sheikh,HESH,SSH,
HESN,medium_airport,Aswan International Airport,23.96439934,32.81999969,662,AF,EG,EG-ASN,Aswan,HESN,ASW,
HETB,medium_airport,Taba International Airport,29.58779907,34.77809906,2415,AS,EG,EG-SIN,Taba,HETB,TCP,
HETR,small_airport,El Tor Airport,28.20899963,33.64550018,115,AS,EG,EG-JS,,HETR,ELT,
HEY,heliport,Hanchey Army (Fort Rucker) Heliport,31.34600067,-85.65429688,317,NA,US,US-AL,Fort Rucker Ozark,KHEY,HEY,HEY
HGI,medium_airport,"Paloich Airport, Heliport",10.52916667,32.50055556,1290,AF,SS,SS-23,Higleig,HSFA,HGI,
HGT,heliport,Tusi AHP (Hunter Liggett) Heliport,35.99349976,-121.2369995,1017,NA,US,US-CA,Fort Hunter Ligget Jolon,KHGT,HGT,HGT
HHAS,medium_airport,Asmara International Airport,15.29189968,38.91070175,7661,AF,ER,ER-SK,Asmara,HHAS,ASM,
HHMS,medium_airport,Massawa International Airport,15.67000008,39.37009811,194,AF,ER,ER-SK,Massawa,HHMS,MSW,
